wk_strt_dt,yr_nbr,qtr_nbr,prd,wk_nbr,wk_in_yr_nbr,spend_direct_mail,spend_insert,spend_newspaper,spend_audio,spend_radio,spend_tv,spend_video,spend_social_media,spend_online,spend_SEM,sales,CPI,gas_dpg,store_count,markdown_1,markdown_2
2016-07-24,2016,2,6,4,26,943683.3,38895.42,70239.92,690.42,29001.8,31712.56,1998.86,141695.22,105276.17,278239.6,57017204.54,90,2.289,665.7142857,0.373238912,0.315136605
2016-07-31,2016,3,7,1,27,670909.25,68521.18,288903.67,4781.07,117107.56,225332.22,24169.71,36145.37,209646.52,293616.01,77125173.33,89.8,2.267,665.8571429,0.362093579,0.312433648
2016-08-07,2016,3,7,2,28,151868.09,127497.59,141862.45,2635.51,73230.66,105608.64,13561.62,74160.46,219626.23,593073.38,64000886.49,89.8,2.256,666,0.356808733,0.313305496
2016-08-14,2016,3,7,3,29,464688.65,54198.95,71360.01,4733.63,151341.73,71656.65,7910.94,35890.76,114844.22,485503.95,102923206.8,89.8,2.256,666,0.326416533,0.311052452
2016-08-21,2016,3,7,4,30,984331.81,58450.28,52271.95,1925.28,64767.54,133754.87,28188.01,38741.95,237628.07,602316.44,108513225.5,89.8,2.299,666,0.350605723,0.310602084
2016-08-28,2016,3,8,1,31,724748.75,149618.38,108934.87,3913.15,85270.01,283034.42,25219.45,18034.83,282179.52,384969.2,115056568.2,91.2,2.341,666,0.349823531,0.311897625
2016-09-04,2016,3,8,2,32,764365.96,126800.4,150019.15,2219.16,235586.48,133937.18,29129.07,33498.98,327533.99,414857.75,75518111.47,91.2,2.329,666,0.369534479,0.311861274
2016-09-11,2016,3,8,3,33,592454.74,18272.73,109076.14,2412.83,149704.32,124984.72,6045.4,43443.48,318266.31,348335.87,68229325.69,91.2,2.31,666,0.351188549,0.311954175
2016-09-18,2016,3,8,4,34,2409895.71,47097.8,125286.26,2283.2,69372.99,225935.41,42407.39,25507.12,169059.04,529179.6,62915357.98,91.2,2.333,666,0.34526952,0.310040133
2016-09-25,2016,3,8,5,35,682478.84,50618.94,91954.89,3004.15,126336.4,218553.47,41556.29,24143.12,317086.17,329883.3,80091189.52,91.2,2.334,666,0.40178797,0.312297335
2016-10-02,2016,3,9,1,36,534123.27,66543.96,176858.46,1680.04,67202.89,104187.31,39173.61,54446.19,161783.92,399601.15,68618219.82,87.2,2.354,666,0.388002182,0.311951668
2016-10-09,2016,3,9,2,37,47215.59,78224.04,84466.07,1677.08,73362,98747.49,37100.35,135520.23,323700.52,434219.88,69966642.38,87.2,2.381,665,0.383466639,0.309502821
2016-10-16,2016,3,9,3,38,1312056.51,54778.4,128694.67,1844.36,97071.01,98926.85,11189.24,113743.06,152512.73,684083.01,121312405.1,87.2,2.367,665,0.38895766,0.308796074
2016-10-23,2016,3,9,4,39,402987.61,56047.11,54539.93,1791.58,74023.88,55822.6,16340.84,112340.19,141006.24,484586.59,110198692.9,87.2,2.353,665,0.395245706,0.310260821
2016-10-30,2016,4,10,1,40,640132.7,86783.97,83652.66,6510.16,78879.26,71784.79,21744.06,259463.61,175959.56,521756.19,109784965.9,93.8,2.341,665,0.388684553,0.310525877
2016-11-06,2016,4,10,2,41,1325468.33,101439.84,216329.27,2942.76,159031.12,243147.27,32183.29,275269.3,399241.56,1182797.08,69495018.46,93.8,2.345,665,0.395144467,0.312147399
2016-11-13,2016,4,10,3,42,1366941.5,124240.64,115733.1,3408.55,145433.84,356995.7,67821.64,338496.73,508278.98,1138013.94,174019427.8,93.8,2.298,665,0.459267973,0.312713932
2016-11-20,2016,4,10,4,43,59313.96,419609.64,361914.91,2899.89,139059.45,297054.69,56508.06,573355.55,444669.29,3134565.13,265788168.1,93.8,2.269,665,0.490349439,0.312456866
2016-11-27,2016,4,11,1,44,2355608.33,63230.35,111781.5,3958.38,88746.1,348645.15,46452.99,232823.24,573219.18,2441061.22,151062046.8,98.2,2.268,665,0.479237672,0.315499675
2016-12-04,2016,4,11,2,45,1105873.6,102413.37,213650.51,8808.28,148687.84,407887.51,81714.58,327829.09,528740.65,2852133.42,259719662.8,98.2,2.321,665,0.443482367,0.312369078
2016-12-11,2016,4,11,3,46,906122.25,164451.2,126884.88,7548.02,111669.22,656573.33,104352.44,143930.42,283347.03,1419968.89,154023468,98.2,2.347,665,0.452218527,0.315366041
2016-12-18,2016,4,11,4,47,2028217.51,123762.13,383258.47,9768.67,152060.54,535978.7,37679.55,298601.25,412173.88,749881.58,189536481.1,98.2,2.375,665,0.397151654,0.316896033
2016-12-25,2016,4,11,5,48,216536.92,119702.92,279412.64,10100.42,297860.4,228445.2,18915.88,244872.65,198045.53,502699.22,99669934.27,98.2,2.419,665,0.420018274,0.316693185
2017-01-01,2016,4,12,1,49,212827.47,31615,165686.71,2437.52,105422.49,35981.87,102.29,65304.96,94902.09,420628.98,104023957.6,98.5,2.485,665,0.374215424,0.311261628
2017-01-08,2016,4,12,2,50,1007081.94,40626.16,89072.07,1034.04,36460.48,72210.89,7903.7,63554.96,69863.29,549775.19,96574619.29,98.5,2.496,665,0.365882899,0.309009246
2017-01-15,2016,4,12,3,51,985800.74,47913.78,81406.52,608.26,54133.36,0,4462.5,136631.61,78790.65,371673.24,52057906,98.5,2.467,665,0.369938923,0.311347018
2017-01-22,2016,4,12,4,52,869958.33,4907.5,63944.57,2658.66,45821.71,27014.37,6019.4,137187.29,164161.88,692021.67,84864091.63,98.5,2.436,665,0.340461935,0.310279158
2017-01-29,2017,1,1,1,1,321094.17,70816.51,34731.11,1836.49,56184.09,72855.59,9554.24,85844.85,98321.84,721381.49,100451183.7,96.3,2.408,665,0.390551379,0.312472491
2017-02-05,2017,1,1,2,2,793715.64,67345.18,93142.22,3100.03,187228.53,159550.42,24650.77,53001.49,65595.46,380430.11,66227975.58,96.3,2.405,665,0.375344486,0.314913381
2017-02-12,2017,1,1,3,3,157192.64,146432.88,83437.88,2679.96,149665.62,102169.53,23861.78,51093.86,93605.84,353315.55,109866157.8,96.3,2.418,665,0.358484648,0.316922814
2017-02-19,2017,1,1,4,4,354843.36,104715.05,7833.19,2780.04,135220.5,102781.25,9836.83,83089.04,92512.09,653517.83,109305541.4,96.3,2.414,665,0.33431113,0.313281946
2017-02-26,2017,1,2,1,5,380885.17,26963.29,73577.39,2625.97,68060.55,85245.27,11707.63,65827.95,77863.21,636753.88,64020794.79,96.9,2.427,665,0.312269764,0.313326154
2017-03-05,2017,1,2,2,6,595291.09,35033.42,80075.92,2324,80065.86,146962.03,3868.07,53907.14,227815.82,583264.98,90067292.47,96.9,2.452,665,0.32384543,0.313248506
2017-03-12,2017,1,2,3,7,337251.26,16822.56,31330.42,2594.08,109302.59,71861.31,9609.29,65567.41,264341.8,769217.81,127073880.4,96.9,2.434,665,0.354452681,0.314236784
2017-03-19,2017,1,2,4,8,1474481.78,35924.52,18177.57,4905.79,160122.2,120443.66,25306.58,60383.86,284508.48,461027.02,67672459.41,96.9,2.433,662.7142857,0.359175047,0.315547453
2017-03-26,2017,1,2,5,9,345688.18,105262.19,118178.53,4378.56,71526.49,66199.08,21423.35,93006.99,158879.82,703230.01,124073331.4,96.9,2.428,651.8571429,0.389230207,0.317597305
2017-04-02,2017,1,3,1,10,587199.26,24994.76,117617.59,4874.89,121327.42,198491.68,56138.94,129480.69,281687.62,717622.37,112436155.1,97,2.471,601,0.370754237,0.316074592
2017-04-09,2017,1,3,2,11,67191.78,70981.43,67898.37,5521.59,180033.45,65282.2,16491.06,132336.46,270906.27,630647.79,68505073.43,97,2.534,601,0.355486559,0.317601894
2017-04-16,2017,1,3,3,12,1148043.82,19711.54,7763.45,2848.39,72725.66,30639.02,20255.34,70831.2,242894.34,366495.04,89370191.65,97,2.546,601,0.352624778,0.313364832
2017-04-23,2017,1,3,4,13,660338.72,45647.24,35660.82,1390.93,25088.19,37274.77,19030.86,86829.12,237939.99,510237.91,135435178.3,97,2.559,601,0.339931807,0.313353298
2017-04-30,2017,2,4,1,14,877154.1,39307.69,52021.47,3548.7,90468.93,201340.57,32809.68,61858.01,304838.68,1202894.7,82601539.99,97.1,2.522,601.8571429,0.384704563,0.316296336
2017-05-07,2017,2,4,2,15,508618.45,61208.05,120315.17,3765.4,133871.26,251405.41,30105.29,153491.86,293172.92,755784.64,88817326,97.1,2.484,602,0.370674761,0.314952958
2017-05-14,2017,2,4,3,16,1228916.78,36542.61,68792.51,1209.4,74527.5,100948.27,11171.54,92318.08,130837.84,504709.72,110955881.8,97.1,2.481,602,0.330651973,0.313242138
2017-05-21,2017,2,4,4,17,462110.32,52510.69,48855.03,4671.22,216540.78,126678.67,14977.91,143538.32,141746.68,676881.4,66713703.48,97.1,2.51,602,0.332923665,0.317921771
2017-05-28,2017,2,5,1,18,245933.3,56545.36,30124.17,6730.72,60987.3,82369.17,11403,140559.87,197599.31,488594.32,126855437.7,95,2.516,602,0.34861332,0.321222104
2017-06-04,2017,2,5,2,19,722389.05,87484.46,24938.28,4435.52,91044.83,81592.07,12830.7,158190.64,357704.95,370510.88,62043461.44,95,2.525,602,0.3359437,0.318431488
2017-06-11,2017,2,5,3,20,527098.78,111906.61,36235.89,7716.68,119288.03,489600.39,34380.74,173940.66,423806,781041.25,87506384.26,95,2.479,602,0.369698583,0.321315567
2017-06-18,2017,2,5,4,21,569171.64,30788.2,6764.13,3146.88,118251.89,33450.42,5709.74,89624.25,189096.01,671720.53,103684251.9,95,2.433,602,0.35565316,0.323318963
2017-06-25,2017,2,5,5,22,18125.4,84124.87,66689.5,5648.49,187124.6,66769.64,12844.2,167519.91,178468.3,411612.21,102726814.4,95,2.404,601.7142857,0.355886152,0.322622411
2017-07-02,2017,2,6,1,23,367222.52,41986.8,64350.92,7574.07,146068.5,80983.44,10929.89,147600.18,111767.86,698709.17,68125799.04,93.4,2.376,600,0.378623241,0.321962906
2017-07-09,2017,2,6,2,24,14752.73,45865.28,19187.11,4205.75,88244.91,50895.19,17100.23,75520.86,210932.49,625994.6,107831379.5,93.4,2.411,600,0.410519625,0.325828424
2017-07-16,2017,2,6,3,25,885887.34,26992.01,4465.39,3811.05,58469.19,10691.23,6840.09,76186.31,204585.88,287412.84,55684791.55,93.4,2.392,600,0.357068298,0.32300546
2017-07-23,2017,2,6,4,26,629135.52,31054.83,7298.93,8321.18,88317.56,9015.84,1591.3,99915.69,121218.53,362756.02,54010896.88,93.4,2.426,600,0.354102144,0.322549783
2017-07-30,2017,3,7,1,27,598897.06,69033.34,91445.93,2867.47,130388.08,93093.76,17910.58,72887.43,170322.05,725328.85,114221272.3,96.8,2.467,600,0.344442866,0.324053005
2017-08-06,2017,3,7,2,28,27535.35,94850.81,95247.24,11583.65,82796.98,91874.26,17506.1,80951.06,126712.69,363711.72,103941494.7,96.8,2.492,600,0.312587044,0.32452406
2017-08-13,2017,3,7,3,29,416588.81,45136.16,51437.66,7090,60809.35,110345.99,21142.23,156494.62,251938.23,503028.6,98364761.95,96.8,2.497,600,0.325920455,0.322550594
2017-08-20,2017,3,7,4,30,1480877.13,18277.13,8872.59,3557.31,53411.44,18500.86,8600.36,55762.92,293888.82,302972.74,54894314.06,96.8,2.474,600,0.313144656,0.321499931
2017-08-27,2017,3,8,1,31,200165.66,38284.43,39760.28,2014.37,77073.28,61601.13,26458.5,72825.65,132608.18,689333.62,60948305.59,95.1,2.513,600,0.345227762,0.324155288
2017-09-03,2017,3,8,2,32,682308.96,83378.03,58682.36,10126.81,106850.65,106269.31,14655.77,112427.4,189047.83,394051.38,110656088.1,95.1,2.794,600,0.330105432,0.327629345
2017-09-10,2017,3,8,3,33,1089033.55,21273.97,69394.22,10907.01,87561.47,307363.43,25783.84,257022.85,352016.27,324989.33,101276096.6,95.1,2.8,600,0.342648893,0.327841032
2017-09-17,2017,3,8,4,34,685057.87,31630.99,20181.59,2823.25,77424.79,146448.06,21807.68,190000.6,515940.59,449599.33,133894724.3,95.1,2.75,600,0.352191903,0.32886412
2017-09-24,2017,3,8,5,35,1397182.79,33537.81,56407.08,1972.63,54585.4,100435.81,22159.97,105901.41,227941.12,358332.95,107223097.1,95.1,2.701,600,0.337122701,0.328467923
2017-10-01,2017,3,9,1,36,310038.63,59782.8,134029.68,6711.52,181921.64,114104.82,29120.69,97785.99,357118.61,652846.69,66027466,100.7,2.682,600,0.398712302,0.333846968
2017-10-08,2017,3,9,2,37,605842.94,46051.72,82650.95,6219.26,173960.97,22128.32,33453.52,227013.91,311120.08,711275.6,113532226.3,100.7,2.622,600,0.388303408,0.331991581
2017-10-15,2017,3,9,3,38,1003884.52,20072.78,63166.69,3634.65,98608.04,79226.73,14296.37,212804.78,292374.5,741559.76,115884633.7,100.7,2.605,600,0.355952013,0.329589148
2017-10-22,2017,3,9,4,39,287489.81,35351.41,41165.43,3472,143582.56,39247.87,29651.49,94820.48,322162.74,614044.77,62538333.33,100.7,2.594,600,0.350153545,0.334342246
2017-10-29,2017,4,10,1,40,1408679.23,15279.26,38543.59,1675.15,64705.36,29543.12,24837.91,215549.45,272728.15,710020.66,104560110.5,98.5,2.602,600,0.365909991,0.332984974
2017-11-05,2017,4,10,2,41,419971.02,96647.72,66534.32,5316.39,172294.82,100603.78,21709.21,428902.43,499330.01,821685.68,87707645.19,98.5,2.673,600,0.395464583,0.338512607
2017-11-12,2017,4,10,3,42,974373.19,75091.86,43385.67,5648.4,176407.68,328126.91,87157.59,285339.89,304305.37,1074628.03,90804140.6,98.5,2.706,600,0.459207978,0.342666675
2017-11-19,2017,4,10,4,43,61446.45,168458.94,160905.89,9110.77,122408.8,410842.55,55893.26,411024.47,396876.12,2242504.74,171018479,98.5,2.683,600,0.512254982,0.342447754
2017-11-26,2017,4,11,1,44,1005581.59,69843.38,39602.32,9360.42,127204.39,318413.54,37435.1,427677.86,383876.63,2459696.73,240828463.3,95.9,2.648,599.8571429,0.467157821,0.345156176
2017-12-03,2017,4,11,2,45,1152000.73,37510.87,22799.15,3589.75,36948.43,437867.86,63758.47,202121.66,695750.18,3006686.76,212402431.7,95.9,2.617,599,0.439619392,0.341307087
2017-12-10,2017,4,11,3,46,588562.79,99921.33,68703.26,13064.83,212002.93,862885.39,48231.73,277739.91,674551.41,1665721.67,155429089.4,95.9,2.601,599,0.447834918,0.346458188
2017-12-17,2017,4,11,4,47,1282745.52,117284.85,51713.55,9914.1,245375.33,530392,91087.88,233469.52,588936.27,1247222.06,342807746.4,95.9,2.568,599,0.425916026,0.350792396
2017-12-24,2017,4,11,5,48,371808.68,148883.61,51021.03,10360.44,158288.11,157746.5,10785.78,151297.61,320961.09,750086.99,183923434.6,95.9,2.589,599,0.41088122,0.348936096
2017-12-31,2017,4,12,1,49,31080.19,21758.67,44215.36,5279.96,62931.6,5108.33,0,108724.47,164951.67,478471.37,104469430.6,95.7,2.637,599,0.350148095,0.343935431
2018-01-07,2017,4,12,2,50,126828.61,54370.24,50820.1,2922.02,80197.16,60860.28,6294.12,121223.93,93380.64,506705.63,96557190.21,95.7,2.639,599,0.357785374,0.34051045
2018-01-14,2017,4,12,3,51,3175.52,31627.44,57041.81,3969.06,104636.75,3912.72,2975,130223.87,185945.89,269420.77,49937851.34,95.7,2.673,599,0.353310589,0.344537496
2018-01-21,2017,4,12,4,52,1056324.03,18335.9,4433.42,2610.48,85932.46,0,2975,127741.8,98918,415578.7,45316510.85,95.7,2.684,599,0.306288611,0.344300043
2018-01-28,2017,4,12,5,53,680522.7,19661.45,2277.46,5671.07,110365.11,43605.44,3855.62,68092.25,88079.77,780468.13,51646819.25,95.7,2.723,599,0.355748721,0.347733357
2018-02-04,2018,1,1,1,1,392239.96,48695.2,53365.1,4118.32,170795.53,60290.77,30429.53,180952.39,126221.1,700469.02,67773826.54,99.7,2.753,599,0.385672966,0.3539252
2018-02-11,2018,1,1,2,2,566447.69,58437.4,39602.98,8493.71,148152.31,108489.96,18978.62,168551.49,212169.86,645920.26,67762285.49,99.7,2.724,599,0.37364252,0.356473198
2018-02-18,2018,1,1,3,3,29756.13,36218.37,1543.17,6840.17,120800.77,70139.68,6229.47,108425.88,142446.91,402218.9,106544924.3,99.7,2.676,599,0.320712488,0.357006247
2018-02-25,2018,1,1,4,4,713391.1,29165.72,2250.18,3617.07,142303.41,42981.09,688.1,50121.84,123249.7,342444.97,92857789.33,99.7,2.666,599,0.291920223,0.35187628
2018-03-04,2018,1,2,1,5,306953.51,26267.91,16895.99,2658.21,100587.52,9223.92,18448,143463.91,93282.7,600744.23,98332911.67,101.4,2.679,599,0.299827498,0.353261754
2018-03-11,2018,1,2,2,6,1439848.44,35763.15,1020.83,5511.23,144140.62,112888.06,18297.04,190657.74,185121.85,320995.94,59546110.3,101.4,2.677,599,0.318695258,0.346020794
2018-03-18,2018,1,2,3,7,149779.89,44218.65,20308.82,4725.6,188533.99,104671.48,9193.23,188403.37,204226.46,942781.69,150549332.3,101.4,2.716,599,0.36570606,0.3553935
2018-03-25,2018,1,2,4,8,973650.58,32903.93,25588.19,8026.37,166255.14,102907.52,14503.16,126069.2,364832.31,406992.37,123119036.1,101.4,2.764,599,0.353989235,0.358532846
2018-04-01,2018,1,2,5,9,71833.19,66842.38,7105.07,4503.44,149626.36,97361.73,13175.78,126800.48,133175.81,721182.11,62677347.57,101.4,2.817,599,0.441720984,0.36339945
2018-04-08,2018,1,3,1,10,27877.17,40141.18,42018.46,3102.65,166570.49,36970.13,61042.98,200049.43,147654.1,380135.42,102024654.9,98.8,2.811,599,0.357840448,0.360316398
2018-04-15,2018,1,3,2,11,499413.85,20375.96,0,2496.71,79358.81,52529.2,7397.11,206056.87,317123.6,367261.21,110740225.9,98.8,2.863,599,0.330728181,0.35773218
2018-04-22,2018,1,3,3,12,1287813.52,10280.66,25131.03,1351.52,33949.54,40111.5,3630.5,153864.29,323703.25,417868.32,131468079,98.8,2.914,599,0.304897541,0.357597714
2018-04-29,2018,1,3,4,13,1466531.3,54695.41,33998.53,4734.81,102682.25,215406.93,12991.09,316760.29,201548.59,638848.9,139383055.8,98.8,2.961,599,0.385678424,0.360486248
2018-05-06,2018,2,4,1,14,78831.92,78517.85,144.4,2427.07,109336.33,332368.07,35196.03,135789.51,365806.42,557828.6,92512257.34,98,2.96,599,0.362876494,0.359522783
2018-05-13,2018,2,4,2,15,534742.93,48646.99,0,6780.85,239943.95,155836.59,25299.12,107583.06,351807.5,372034.2,118078328.1,98,2.949,599,0.351907222,0.355496178
2018-05-20,2018,2,4,3,16,2878.35,46294.04,144.4,4594.52,217923.89,193193.35,28235.47,196400.61,269152.14,463744.06,117496605.5,98,2.999,599,0.343601997,0.364282801
2018-05-27,2018,2,4,4,17,591943.37,78872.31,495.07,4491.01,156366.54,151220.83,9203.28,85050.2,170096.02,870975.66,73625299.55,98,3.039,599,0.374333055,0.367139252
2018-06-03,2018,2,5,1,18,833633.62,33619.17,2617.06,6072.93,229865.67,59390.36,5450.96,276175.07,406490.01,380479.64,59528136.68,98.2,3.018,599,0.347570357,0.364282115
2018-06-10,2018,2,5,2,19,429526.08,48835.94,144.4,9229.71,186518.35,336540.88,21036.31,274468.62,429245.93,888311.42,89482670.19,98.2,2.989,599,0.396730702,0.367988637
2018-06-17,2018,2,5,3,20,29834.97,36438.04,0,6374.66,81668,32459.93,9525.6,256910.84,508567.2,669346.8,104742177.1,98.2,2.958,599,0.346496089,0.364279849
2018-06-24,2018,2,5,4,21,478627.9,27883.57,0,2192.53,45818.25,76449.02,9945.29,290762.61,388997.51,417753.32,102279821.5,98.2,2.913,599,0.353230488,0.368082768
2018-07-01,2018,2,5,5,22,9240.93,40228.7,247.54,3600.19,81629.95,106915.43,5698.4,127450.1,367134.78,1069549.96,66717386.49,98.2,2.924,599,0.415963502,0.371423282
2018-07-08,2018,2,6,1,23,0,31610.68,0,6427.5,108353.11,38880.62,14408.25,51395.55,229922.46,882521.03,117429974.4,97.9,2.937,599,0.45761465,0.372675579
2018-07-15,2018,2,6,2,24,468700.11,44601.61,0,2288.04,138260.98,58461.7,9790.4,123897.22,147652.74,737018.14,64038606.38,97.9,2.943,599,0.38246917,0.363597359
2018-07-22,2018,2,6,3,25,696181.94,15339.78,564.4,939.86,67235.71,13895.66,1039.56,136457.71,143210.12,507774.28,53569648.92,97.9,2.911,599,0.272083505,0.360447604
2018-07-29,2018,2,6,4,26,27596.68,30488.45,247.54,313.29,7421.35,959.12,259.89,76394.95,145462.23,325930.71,99429060.81,97.9,2.924,599,0.325675651,0.362765946
